编号,时间,用户,资源类型,资源IP,资源账号,登录协议,操作命令列表
604,2024-03-09 03:16:38,user_4,Database,192.168.1.96,user_1,HTTP,"sudo apt update, cat /etc/passwd"
605,2024-01-17 05:05:24,user_6,Server,192.168.3.172,user_2,SSH,systemctl restart apache2
606,2024-10-19 13:42:53,user_4,Switch,192.168.1.52,user_3,RDP,cat /etc/passwd
607,2024-05-09 20:53:18,user_10,Switch,192.168.2.91,user_4,SSH,"sudo apt update, scp file.txt user@192.168.1.100:/home/"
608,2024-10-04 14:58:40,user_7,Database,192.168.3.247,user_7,SSH,"scp file.txt user@192.168.1.100:/home/, exit, systemctl restart apache2"
609,2024-08-18 06:57:46,user_8,Switch,192.168.2.24,user_5,SSH,"ls -la, systemctl restart apache2, sudo apt update"
610,2024-01-28 02:10:45,user_4,Switch,192.168.1.219,user_2,RDP,"rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/, exit, ls -la, sudo apt update"
611,2024-06-03 20:20:04,user_9,Router,192.168.2.185,user_1,Telnet,"sudo apt update, rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/, exit"
612,2024-01-03 21:50:04,user_3,Router,192.168.1.55,user_1,RDP,"cat /etc/passwd, systemctl restart apache2, scp file.txt user@192.168.1.100:/home/, sudo apt update, exit"
613,2024-11-12 06:04:47,user_5,Server,192.168.1.146,user_5,HTTP,"cat /etc/passwd, systemctl restart apache2, rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/, sudo apt update"
614,2024-10-24 17:10:16,user_6,Server,192.168.2.71,user_10,Telnet,"rm -rf /tmp/*, cat /etc/passwd, systemctl restart apache2"
615,2024-03-22 18:41:49,user_7,Database,192.168.4.94,user_2,Telnet,"rm -rf /tmp/*, exit, sudo apt update, cat /etc/passwd"
616,2024-06-07 06:46:37,user_9,Database,192.168.1.32,user_9,SSH,"cat /etc/passwd, exit"
617,2024-08-28 21:41:25,user_2,Database,192.168.1.4,user_2,HTTP,"scp file.txt user@192.168.1.100:/home/, exit, rm -rf /tmp/*"
618,2024-06-22 11:42:02,user_3,Server,192.168.4.204,user_6,SSH,"rm -rf /tmp/*, exit, systemctl restart apache2"
619,2024-09-22 06:24:45,user_4,Database,192.168.2.240,user_5,HTTP,"scp file.txt user@192.168.1.100:/home/, cat /etc/passwd, sudo apt update, rm -rf /tmp/*, exit"
620,2024-04-17 10:59:04,user_1,Database,192.168.3.189,user_6,SSH,"cat /etc/passwd, sudo apt update, scp file.txt user@192.168.1.100:/home/, ls -la, rm -rf /tmp/*"
621,2024-10-05 08:45:07,user_3,Switch,192.168.1.68,user_9,SSH,"scp file.txt user@192.168.1.100:/home/, exit, cat /etc/passwd"
622,2024-05-19 14:51:13,user_1,Database,192.168.4.194,user_8,HTTP,"exit, ls -la, rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/, cat /etc/passwd"
623,2024-11-08 01:51:02,user_10,Router,192.168.3.152,user_5,HTTP,"exit, sudo apt update, ls -la, rm -rf /tmp/*, cat /etc/passwd"
624,2024-06-10 21:49:06,user_2,Switch,192.168.2.208,user_8,SSH,"scp file.txt user@192.168.1.100:/home/, systemctl restart apache2, ls -la"
625,2024-02-18 02:52:39,user_7,Router,192.168.4.105,user_1,SSH,"scp file.txt user@192.168.1.100:/home/, ls -la, systemctl restart apache2, sudo apt update, rm -rf /tmp/*"
626,2024-01-25 06:20:36,user_6,Database,192.168.4.3,user_7,Telnet,"systemctl restart apache2, scp file.txt user@192.168.1.100:/home/, exit, rm -rf /tmp/*, sudo apt update"
627,2024-04-27 06:38:35,user_4,Switch,192.168.4.112,user_8,RDP,"cat /etc/passwd, rm -rf /tmp/*"
628,2024-10-12 13:56:50,user_1,Router,192.168.2.149,user_3,SSH,"exit, rm -rf /tmp/*"
629,2024-06-05 20:58:54,user_6,Database,192.168.2.20,user_3,HTTP,"rm -rf /tmp/*, exit, ls -la"
630,2024-10-17 06:30:23,user_8,Server,192.168.2.243,user_8,Telnet,"ls -la, sudo apt update, rm -rf /tmp/*, systemctl restart apache2, exit"
631,2024-03-05 11:32:30,user_6,Database,192.168.1.143,user_4,SSH,systemctl restart apache2
632,2024-02-27 13:47:56,user_1,Router,192.168.2.15,user_5,Telnet,"rm -rf /tmp/*, sudo apt update, exit, scp file.txt user@192.168.1.100:/home/, cat /etc/passwd"
633,2024-05-14 17:11:28,user_10,Switch,192.168.2.200,user_10,HTTP,"scp file.txt user@192.168.1.100:/home/, ls -la, systemctl restart apache2, cat /etc/passwd, sudo apt update"
634,2024-10-30 19:27:36,user_4,Switch,192.168.3.128,user_9,SSH,"sudo apt update, rm -rf /tmp/*"
635,2024-06-03 00:39:18,user_7,Server,192.168.1.2,user_5,RDP,"rm -rf /tmp/*, systemctl restart apache2, exit"
636,2024-10-13 21:42:27,user_1,Router,192.168.1.246,user_1,Telnet,systemctl restart apache2
637,2024-07-27 03:21:33,user_4,Database,192.168.2.22,user_8,RDP,"rm -rf /tmp/*, cat /etc/passwd"
638,2024-02-16 14:58:47,user_7,Server,192.168.1.239,user_2,SSH,scp file.txt user@192.168.1.100:/home/
639,2024-09-15 23:33:16,user_1,Switch,192.168.3.33,user_2,HTTP,"rm -rf /tmp/*, cat /etc/passwd, systemctl restart apache2, sudo apt update, exit"
640,2024-08-02 11:06:07,user_2,Server,192.168.3.143,user_2,Telnet,"ls -la, sudo apt update, systemctl restart apache2, scp file.txt user@192.168.1.100:/home/"
641,2024-06-10 06:58:05,user_4,Switch,192.168.2.160,user_5,HTTP,sudo apt update
642,2024-10-07 22:40:49,user_2,Router,192.168.3.130,user_9,Telnet,"scp file.txt user@192.168.1.100:/home/, ls -la, systemctl restart apache2"
643,2024-08-25 11:05:53,user_6,Router,192.168.3.66,user_2,RDP,"cat /etc/passwd, sudo apt update, exit, ls -la"
644,2024-04-19 17:12:01,user_9,Database,192.168.1.55,user_4,RDP,"ls -la, exit, scp file.txt user@192.168.1.100:/home/, rm -rf /tmp/*, sudo apt update"
645,2024-06-26 14:04:38,user_9,Switch,192.168.2.120,user_5,SSH,"rm -rf /tmp/*, exit"
646,2024-05-26 15:20:30,user_6,Router,192.168.2.208,user_4,SSH,"exit, rm -rf /tmp/*, ls -la, systemctl restart apache2"
647,2024-02-25 19:56:27,user_10,Server,192.168.1.49,user_1,RDP,"ls -la, sudo apt update, cat /etc/passwd"
648,2024-05-10 09:20:47,user_4,Router,192.168.4.223,user_4,SSH,exit
649,2024-04-07 05:08:25,user_1,Database,192.168.1.41,user_4,RDP,"cat /etc/passwd, sudo apt update, ls -la, exit"
650,2024-10-18 02:21:35,user_7,Router,192.168.1.80,user_7,RDP,systemctl restart apache2
651,2024-02-24 23:36:06,user_1,Database,192.168.2.11,user_4,RDP,exit
652,2024-01-28 16:15:53,user_8,Router,192.168.4.41,user_1,SSH,"ls -la, cat /etc/passwd"
653,2024-04-12 21:22:29,user_6,Switch,192.168.1.227,user_7,SSH,"ls -la, rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/, exit"
654,2024-03-20 19:38:41,user_1,Switch,192.168.2.1,user_4,RDP,"scp file.txt user@192.168.1.100:/home/, cat /etc/passwd, exit, ls -la"
655,2024-01-30 04:07:14,user_6,Router,192.168.3.70,user_7,RDP,"sudo apt update, rm -rf /tmp/*, cat /etc/passwd, ls -la"
656,2024-07-19 10:51:38,user_4,Database,192.168.4.180,user_8,HTTP,"cat /etc/passwd, ls -la, rm -rf /tmp/*, systemctl restart apache2"
657,2024-10-28 22:21:31,user_2,Server,192.168.2.38,user_3,HTTP,"scp file.txt user@192.168.1.100:/home/, systemctl restart apache2, ls -la"
658,2024-03-17 00:50:19,user_9,Router,192.168.4.89,user_4,HTTP,"rm -rf /tmp/*, sudo apt update, exit, ls -la"
659,2024-03-24 01:20:24,user_2,Router,192.168.1.25,user_7,RDP,"rm -rf /tmp/*, sudo apt update, cat /etc/passwd, systemctl restart apache2, ls -la"
660,2024-03-06 02:18:46,user_7,Switch,192.168.2.117,user_4,RDP,"ls -la, rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/, cat /etc/passwd, sudo apt update"
661,2024-09-13 17:12:58,user_2,Router,192.168.3.131,user_5,RDP,"sudo apt update, systemctl restart apache2, exit, cat /etc/passwd"
662,2024-06-02 11:01:52,user_10,Router,192.168.3.63,user_5,HTTP,"rm -rf /tmp/*, exit"
663,2024-04-02 12:40:30,user_3,Router,192.168.1.102,user_4,Telnet,"cat /etc/passwd, ls -la"
664,2024-03-07 07:04:13,user_5,Router,192.168.1.241,user_3,SSH,systemctl restart apache2
665,2024-09-17 22:05:14,user_6,Router,192.168.2.224,user_9,Telnet,"systemctl restart apache2, ls -la"
666,2024-04-24 23:57:33,user_2,Router,192.168.4.122,user_1,RDP,"ls -la, rm -rf /tmp/*"
667,2024-11-03 20:08:41,user_3,Router,192.168.1.163,user_8,SSH,"sudo apt update, cat /etc/passwd, systemctl restart apache2, ls -la"
668,2024-04-14 10:11:48,user_6,Server,192.168.3.250,user_4,SSH,"scp file.txt user@192.168.1.100:/home/, ls -la"
669,2024-04-23 01:47:28,user_2,Router,192.168.1.92,user_4,Telnet,ls -la
670,2024-05-02 23:52:01,user_7,Database,192.168.3.5,user_7,Telnet,"cat /etc/passwd, scp file.txt user@192.168.1.100:/home/"
671,2024-03-27 05:46:26,user_7,Database,192.168.2.111,user_7,Telnet,"rm -rf /tmp/*, ls -la, exit, scp file.txt user@192.168.1.100:/home/, systemctl restart apache2"
672,2024-05-21 22:51:35,user_5,Server,192.168.4.116,user_2,SSH,rm -rf /tmp/*
673,2024-05-31 02:56:49,user_1,Router,192.168.1.177,user_10,RDP,"systemctl restart apache2, ls -la, exit"
674,2024-04-06 05:34:16,user_8,Router,192.168.4.52,user_4,RDP,"rm -rf /tmp/*, ls -la, sudo apt update, systemctl restart apache2"
675,2024-10-26 07:56:22,user_4,Database,192.168.3.163,user_1,Telnet,"rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/, ls -la, sudo apt update"
676,2024-04-19 16:19:14,user_5,Database,192.168.2.114,user_7,Telnet,sudo apt update
677,2024-07-23 11:24:37,user_2,Router,192.168.4.162,user_6,SSH,"scp file.txt user@192.168.1.100:/home/, sudo apt update, systemctl restart apache2, rm -rf /tmp/*, cat /etc/passwd"
678,2024-10-06 05:13:20,user_3,Database,192.168.3.22,user_6,Telnet,"exit, rm -rf /tmp/*"
679,2024-01-18 19:48:39,user_2,Switch,192.168.1.167,user_6,HTTP,"exit, ls -la"
680,2024-11-13 03:00:42,user_7,Database,192.168.4.175,user_3,SSH,cat /etc/passwd
681,2024-04-16 17:31:25,user_5,Switch,192.168.1.173,user_2,RDP,sudo apt update
682,2024-05-04 00:20:07,user_6,Router,192.168.3.111,user_4,Telnet,"rm -rf /tmp/*, sudo apt update, exit"
683,2024-08-03 12:20:49,user_7,Switch,192.168.1.177,user_7,SSH,rm -rf /tmp/*
684,2024-07-08 02:02:04,user_3,Switch,192.168.3.52,user_4,HTTP,"systemctl restart apache2, exit, cat /etc/passwd, sudo apt update, rm -rf /tmp/*"
685,2024-05-21 13:40:11,user_6,Switch,192.168.2.3,user_10,HTTP,"scp file.txt user@192.168.1.100:/home/, ls -la, cat /etc/passwd, exit"
686,2024-07-23 05:30:21,user_8,Router,192.168.3.59,user_7,Telnet,"scp file.txt user@192.168.1.100:/home/, rm -rf /tmp/*, ls -la"
687,2024-07-19 20:46:45,user_7,Router,192.168.4.84,user_1,HTTP,"ls -la, exit, rm -rf /tmp/*, systemctl restart apache2, cat /etc/passwd"
688,2024-05-27 02:58:23,user_8,Switch,192.168.4.16,user_6,RDP,"sudo apt update, cat /etc/passwd, rm -rf /tmp/*"
689,2024-06-12 05:31:59,user_1,Database,192.168.1.183,user_1,RDP,"scp file.txt user@192.168.1.100:/home/, cat /etc/passwd, sudo apt update, exit"
690,2024-11-10 11:32:56,user_3,Router,192.168.1.169,user_4,RDP,"ls -la, rm -rf /tmp/*, systemctl restart apache2, exit"
691,2024-10-23 15:47:40,user_3,Router,192.168.2.136,user_4,HTTP,"sudo apt update, systemctl restart apache2, exit"
692,2024-05-16 23:50:58,user_5,Switch,192.168.2.54,user_7,Telnet,exit
693,2024-08-31 08:00:31,user_8,Database,192.168.3.240,user_4,Telnet,cat /etc/passwd
694,2024-06-04 09:28:48,user_1,Server,192.168.3.214,user_1,Telnet,"systemctl restart apache2, sudo apt update, cat /etc/passwd, rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/"
695,2024-09-26 06:10:25,user_5,Server,192.168.1.113,user_2,SSH,"exit, scp file.txt user@192.168.1.100:/home/, cat /etc/passwd, ls -la, rm -rf /tmp/*"
696,2024-02-21 19:05:39,user_2,Switch,192.168.2.192,user_3,HTTP,"systemctl restart apache2, scp file.txt user@192.168.1.100:/home/, exit, ls -la"
697,2024-05-02 16:39:39,user_5,Router,192.168.3.59,user_6,Telnet,rm -rf /tmp/*
698,2024-10-27 05:00:49,user_9,Server,192.168.3.1,user_1,RDP,exit
699,2024-03-10 07:22:32,user_6,Server,192.168.3.182,user_1,RDP,"systemctl restart apache2, scp file.txt user@192.168.1.100:/home/"
700,2024-09-17 15:15:17,user_7,Database,192.168.3.94,user_8,SSH,exit
701,2024-03-04 12:43:15,user_9,Server,192.168.3.216,user_4,SSH,"sudo apt update, exit, rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/, systemctl restart apache2"
702,2024-05-21 03:39:05,user_10,Switch,192.168.1.116,user_5,HTTP,"systemctl restart apache2, sudo apt update, scp file.txt user@192.168.1.100:/home/, ls -la"
703,2024-01-31 20:43:10,user_8,Switch,192.168.2.103,user_1,HTTP,"rm -rf /tmp/*, ls -la, exit"
704,2024-08-20 22:37:34,user_4,Server,192.168.2.147,user_5,SSH,"cat /etc/passwd, exit, sudo apt update, scp file.txt user@192.168.1.100:/home/"
705,2024-10-06 18:33:26,user_5,Server,192.168.4.25,user_8,HTTP,"sudo apt update, systemctl restart apache2, exit"
706,2024-06-02 11:40:04,user_4,Switch,192.168.2.103,user_7,SSH,rm -rf /tmp/*
707,2024-01-18 06:13:15,user_9,Switch,192.168.2.142,user_8,Telnet,"scp file.txt user@192.168.1.100:/home/, systemctl restart apache2, cat /etc/passwd, rm -rf /tmp/*"
708,2024-07-07 03:10:55,user_6,Router,192.168.3.22,user_6,HTTP,"rm -rf /tmp/*, exit"
709,2024-09-06 09:10:07,user_4,Server,192.168.1.82,user_6,RDP,"sudo apt update, rm -rf /tmp/*"
710,2024-01-23 06:14:51,user_10,Server,192.168.3.83,user_4,SSH,"sudo apt update, cat /etc/passwd"
711,2024-01-08 01:12:21,user_9,Switch,192.168.1.75,user_6,SSH,"systemctl restart apache2, cat /etc/passwd, rm -rf /tmp/*"
712,2024-01-23 22:30:50,user_7,Database,192.168.1.119,user_3,Telnet,"ls -la, cat /etc/passwd, exit"
713,2024-05-18 11:28:28,user_2,Server,192.168.3.226,user_9,Telnet,"exit, systemctl restart apache2, cat /etc/passwd"
714,2024-03-18 02:45:05,user_9,Switch,192.168.4.78,user_4,RDP,"systemctl restart apache2, rm -rf /tmp/*"
715,2024-01-18 17:47:46,user_4,Database,192.168.3.114,user_4,SSH,"exit, ls -la, cat /etc/passwd, rm -rf /tmp/*"
716,2024-11-06 21:04:52,user_7,Database,192.168.2.62,user_2,HTTP,systemctl restart apache2
717,2024-02-06 15:04:12,user_9,Router,192.168.2.23,user_10,SSH,"rm -rf /tmp/*, ls -la"
718,2024-07-27 05:47:25,user_3,Server,192.168.4.228,user_3,HTTP,"exit, cat /etc/passwd, rm -rf /tmp/*, systemctl restart apache2"
719,2024-05-12 17:12:19,user_6,Switch,192.168.4.73,user_6,SSH,"systemctl restart apache2, ls -la, cat /etc/passwd"
720,2024-07-02 12:18:31,user_10,Database,192.168.2.54,user_6,RDP,"exit, systemctl restart apache2, ls -la, scp file.txt user@192.168.1.100:/home/, cat /etc/passwd"
721,2024-03-23 06:29:36,user_10,Server,192.168.3.212,user_7,HTTP,"cat /etc/passwd, rm -rf /tmp/*, exit, sudo apt update"
722,2024-02-24 16:31:01,user_9,Database,192.168.4.16,user_2,RDP,"cat /etc/passwd, ls -la, exit"
723,2024-01-02 20:51:06,user_6,Switch,192.168.3.59,user_10,SSH,ls -la
724,2024-01-31 00:26:09,user_8,Database,192.168.4.128,user_1,SSH,"rm -rf /tmp/*, systemctl restart apache2, cat /etc/passwd, ls -la, exit"
725,2024-02-06 08:59:50,user_7,Router,192.168.3.45,user_8,SSH,"sudo apt update, systemctl restart apache2"
726,2024-09-05 17:00:13,user_1,Router,192.168.1.50,user_5,SSH,"exit, scp file.txt user@192.168.1.100:/home/, systemctl restart apache2"
727,2024-08-03 01:48:30,user_6,Switch,192.168.2.167,user_2,RDP,"rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/, cat /etc/passwd, sudo apt update, systemctl restart apache2"
728,2024-11-20 11:00:14,user_7,Database,192.168.3.24,user_7,HTTP,"systemctl restart apache2, scp file.txt user@192.168.1.100:/home/, ls -la, exit, cat /etc/passwd"
729,2024-05-03 16:54:31,user_5,Server,192.168.2.49,user_10,Telnet,"rm -rf /tmp/*, systemctl restart apache2"
730,2024-01-24 02:26:54,user_10,Database,192.168.2.171,user_4,Telnet,"ls -la, sudo apt update, systemctl restart apache2"
731,2024-02-07 22:12:28,user_3,Router,192.168.1.16,user_1,HTTP,"cat /etc/passwd, ls -la, rm -rf /tmp/*"
732,2024-09-10 22:26:35,user_1,Router,192.168.3.141,user_2,SSH,"ls -la, rm -rf /tmp/*, exit, sudo apt update, scp file.txt user@192.168.1.100:/home/"
733,2024-02-05 06:55:16,user_6,Server,192.168.4.131,user_1,HTTP,"rm -rf /tmp/*, systemctl restart apache2"
734,2024-01-25 14:16:30,user_2,Switch,192.168.3.42,user_1,HTTP,"systemctl restart apache2, rm -rf /tmp/*, sudo apt update"
735,2024-06-02 04:51:27,user_6,Router,192.168.1.200,user_6,RDP,"ls -la, rm -rf /tmp/*, cat /etc/passwd, sudo apt update, exit"
736,2024-04-19 09:19:16,user_9,Router,192.168.4.173,user_7,Telnet,rm -rf /tmp/*
737,2024-08-11 04:33:01,user_3,Switch,192.168.4.202,user_6,SSH,"sudo apt update, cat /etc/passwd, systemctl restart apache2, rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/"
738,2024-07-12 12:10:13,user_3,Switch,192.168.4.5,user_3,SSH,"ls -la, scp file.txt user@192.168.1.100:/home/"
739,2024-09-16 14:06:19,user_6,Switch,192.168.4.148,user_2,RDP,"sudo apt update, rm -rf /tmp/*, systemctl restart apache2, cat /etc/passwd"
740,2024-02-24 16:43:38,user_5,Database,192.168.4.89,user_4,Telnet,scp file.txt user@192.168.1.100:/home/
741,2024-08-19 13:38:43,user_5,Database,192.168.4.176,user_6,Telnet,sudo apt update
742,2024-07-10 20:49:44,user_9,Server,192.168.2.212,user_1,HTTP,"rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/"
743,2024-04-26 20:44:32,user_10,Database,192.168.1.179,user_6,SSH,"systemctl restart apache2, cat /etc/passwd, sudo apt update, scp file.txt user@192.168.1.100:/home/, ls -la"
744,2024-05-06 22:08:18,user_1,Database,192.168.4.84,user_9,RDP,"exit, ls -la, systemctl restart apache2, cat /etc/passwd"
745,2024-06-22 05:19:47,user_2,Switch,192.168.4.108,user_5,Telnet,"sudo apt update, systemctl restart apache2"
746,2024-06-04 08:49:36,user_10,Database,192.168.4.83,user_6,RDP,"ls -la, cat /etc/passwd, systemctl restart apache2, sudo apt update, scp file.txt user@192.168.1.100:/home/"
747,2024-01-28 20:10:49,user_5,Server,192.168.3.242,user_9,HTTP,ls -la
748,2024-02-08 22:04:21,user_7,Server,192.168.4.141,user_2,Telnet,"scp file.txt user@192.168.1.100:/home/, rm -rf /tmp/*, cat /etc/passwd, exit"
749,2024-07-04 16:51:30,user_2,Switch,192.168.1.19,user_9,SSH,"systemctl restart apache2, scp file.txt user@192.168.1.100:/home/, cat /etc/passwd"
750,2024-01-23 05:53:08,user_1,Switch,192.168.3.230,user_3,RDP,"scp file.txt user@192.168.1.100:/home/, sudo apt update"
751,2024-04-22 02:19:59,user_6,Database,192.168.3.187,user_3,RDP,"cat /etc/passwd, exit, rm -rf /tmp/*, sudo apt update"
752,2024-05-05 11:29:59,user_3,Database,192.168.2.38,user_9,RDP,"ls -la, rm -rf /tmp/*, sudo apt update"
753,2024-04-07 00:42:53,user_1,Switch,192.168.3.129,user_4,SSH,"exit, ls -la, scp file.txt user@192.168.1.100:/home/, sudo apt update"
754,2024-04-13 05:02:02,user_10,Server,192.168.3.229,user_5,Telnet,"rm -rf /tmp/*, cat /etc/passwd, scp file.txt user@192.168.1.100:/home/, ls -la"
755,2024-08-14 18:23:12,user_9,Switch,192.168.2.151,user_7,RDP,sudo apt update
756,2024-09-30 08:56:02,user_9,Switch,192.168.4.61,user_2,Telnet,rm -rf /tmp/*
757,2024-04-08 01:23:19,user_2,Database,192.168.3.233,user_6,Telnet,"cat /etc/passwd, rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/"
758,2024-01-19 22:39:05,user_4,Switch,192.168.3.206,user_9,Telnet,exit
759,2024-10-06 10:03:06,user_4,Server,192.168.3.213,user_3,SSH,"cat /etc/passwd, scp file.txt user@192.168.1.100:/home/, ls -la, sudo apt update, systemctl restart apache2"
760,2024-09-13 13:34:03,user_6,Database,192.168.1.220,user_3,HTTP,"ls -la, cat /etc/passwd, sudo apt update, exit"
761,2024-02-09 01:52:37,user_1,Router,192.168.4.9,user_4,RDP,"rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/, cat /etc/passwd, ls -la"
762,2024-09-05 08:40:18,user_9,Server,192.168.2.11,user_3,HTTP,"exit, ls -la, sudo apt update, scp file.txt user@192.168.1.100:/home/"
763,2024-09-05 08:52:26,user_2,Server,192.168.1.158,user_5,SSH,"scp file.txt user@192.168.1.100:/home/, ls -la, systemctl restart apache2"
764,2024-04-06 07:36:32,user_2,Server,192.168.4.203,user_8,SSH,"scp file.txt user@192.168.1.100:/home/, rm -rf /tmp/*, cat /etc/passwd"
765,2024-11-09 02:30:36,user_6,Switch,192.168.3.193,user_1,SSH,"systemctl restart apache2, exit, sudo apt update, scp file.txt user@192.168.1.100:/home/"
766,2024-04-20 23:00:13,user_1,Server,192.168.2.168,user_1,HTTP,"rm -rf /tmp/*, exit"
767,2024-07-05 09:50:17,user_5,Database,192.168.1.70,user_9,HTTP,"sudo apt update, systemctl restart apache2"
768,2024-06-19 08:39:17,user_3,Server,192.168.4.244,user_5,SSH,"rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/"
769,2024-05-13 01:02:39,user_3,Database,192.168.2.143,user_9,HTTP,"cat /etc/passwd, scp file.txt user@192.168.1.100:/home/"
770,2024-11-16 23:56:36,user_3,Server,192.168.4.79,user_5,HTTP,"ls -la, exit, rm -rf /tmp/*, sudo apt update"
771,2024-02-22 07:43:37,user_1,Server,192.168.2.177,user_1,RDP,"scp file.txt user@192.168.1.100:/home/, cat /etc/passwd, sudo apt update, ls -la"
772,2024-07-15 11:22:24,user_8,Router,192.168.1.124,user_2,RDP,ls -la
773,2024-06-24 20:57:48,user_8,Database,192.168.2.101,user_9,SSH,"scp file.txt user@192.168.1.100:/home/, ls -la, exit, systemctl restart apache2"
774,2024-07-28 01:58:46,user_6,Switch,192.168.1.233,user_2,Telnet,"rm -rf /tmp/*, systemctl restart apache2, cat /etc/passwd"
775,2024-08-27 12:34:15,user_4,Server,192.168.4.110,user_3,HTTP,systemctl restart apache2
776,2024-06-14 14:01:10,user_4,Database,192.168.1.20,user_6,RDP,"rm -rf /tmp/*, sudo apt update, ls -la, systemctl restart apache2, exit"
777,2024-07-09 23:08:44,user_4,Switch,192.168.2.56,user_4,HTTP,"scp file.txt user@192.168.1.100:/home/, exit"
778,2024-04-06 16:08:07,user_3,Database,192.168.3.99,user_4,Telnet,"scp file.txt user@192.168.1.100:/home/, rm -rf /tmp/*, cat /etc/passwd, ls -la"
779,2024-03-17 19:02:33,user_8,Server,192.168.2.111,user_1,SSH,"exit, rm -rf /tmp/*, cat /etc/passwd"
780,2024-04-05 05:42:09,user_5,Switch,192.168.2.142,user_10,Telnet,sudo apt update
781,2024-08-22 20:10:26,user_7,Router,192.168.3.242,user_8,HTTP,"ls -la, rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/, exit"
782,2024-03-13 22:11:52,user_5,Server,192.168.4.199,user_9,RDP,"cat /etc/passwd, rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/"
783,2024-03-15 00:21:59,user_1,Switch,192.168.3.206,user_3,SSH,"scp file.txt user@192.168.1.100:/home/, exit"
784,2024-10-01 11:59:36,user_4,Server,192.168.1.41,user_8,SSH,systemctl restart apache2
785,2024-11-11 17:10:33,user_9,Database,192.168.4.194,user_3,RDP,"ls -la, sudo apt update, scp file.txt user@192.168.1.100:/home/, cat /etc/passwd"
786,2024-06-11 03:18:40,user_5,Switch,192.168.1.152,user_10,HTTP,"ls -la, exit, cat /etc/passwd"
787,2024-07-14 17:51:19,user_2,Switch,192.168.2.83,user_4,HTTP,rm -rf /tmp/*
788,2024-06-15 15:26:10,user_8,Switch,192.168.3.191,user_10,Telnet,"sudo apt update, systemctl restart apache2, scp file.txt user@192.168.1.100:/home/, ls -la"
789,2024-09-20 15:28:23,user_5,Switch,192.168.2.165,user_1,RDP,"sudo apt update, scp file.txt user@192.168.1.100:/home/, systemctl restart apache2, exit"
790,2024-01-18 15:44:43,user_3,Database,192.168.2.64,user_7,SSH,"rm -rf /tmp/*, cat /etc/passwd, sudo apt update"
791,2024-09-15 07:12:59,user_2,Router,192.168.1.161,user_6,Telnet,"cat /etc/passwd, systemctl restart apache2, rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/, exit"
792,2024-02-14 18:42:14,user_2,Database,192.168.3.236,user_9,HTTP,"cat /etc/passwd, scp file.txt user@192.168.1.100:/home/, rm -rf /tmp/*, ls -la, systemctl restart apache2"
793,2024-05-03 21:56:27,user_3,Server,192.168.3.102,user_5,Telnet,rm -rf /tmp/*
794,2024-10-28 18:38:13,user_10,Server,192.168.2.16,user_3,RDP,sudo apt update
795,2024-11-03 18:15:59,user_5,Database,192.168.4.154,user_1,SSH,"ls -la, sudo apt update, cat /etc/passwd, rm -rf /tmp/*"
796,2024-09-27 16:30:22,user_2,Switch,192.168.3.179,user_4,Telnet,"exit, scp file.txt user@192.168.1.100:/home/"
797,2024-08-03 01:32:23,user_6,Server,192.168.1.29,user_6,HTTP,"systemctl restart apache2, cat /etc/passwd"
798,2024-02-01 19:06:42,user_10,Switch,192.168.2.48,user_3,HTTP,rm -rf /tmp/*
799,2024-05-24 10:45:06,user_5,Router,192.168.4.147,user_7,Telnet,"cat /etc/passwd, sudo apt update, systemctl restart apache2, exit"
800,2024-04-21 11:46:48,user_7,Database,192.168.1.5,user_8,HTTP,"cat /etc/passwd, systemctl restart apache2, ls -la"
801,2024-01-02 21:38:46,user_4,Router,192.168.1.100,user_10,SSH,"sudo apt update, ls -la, cat /etc/passwd, exit, rm -rf /tmp/*"
802,2024-02-24 10:48:13,user_10,Switch,192.168.2.170,user_6,RDP,cat /etc/passwd
803,2024-01-04 19:15:25,user_1,Switch,192.168.1.177,user_6,SSH,"rm -rf /tmp/*, scp file.txt user@192.168.1.100:/home/"
804,2024-03-10 13:05:42,user_3,Server,192.168.3.160,user_1,RDP,"sudo apt update, cat /etc/passwd, exit"
805,2024-08-08 23:40:58,user_5,Database,192.168.2.127,user_3,RDP,"exit, scp file.txt user@192.168.1.100:/home/, rm -rf /tmp/*, systemctl restart apache2"
